filename,zone
PLGBIHV2XY_chipid5466.tiff,COASTAL
9SWN4Z3YRM_chipid6089.tiff,HILL
FZ92Q4D2HA_chipid4901.tiff,COASTAL
H9X7Q5S2OK_chipid8076.tiff,NORTH EAST DRY
5H1DJ4G7K1_chipid345.tiff,SOUTHERN DRY
VXTM7S0M4M_chipid6011.tiff,UNKNOWN
406TMGFTCM_chipid3382.tiff,COASTAL
FQJ86VFWUC_chipid2296.tiff,SOUTHERN TRANSITION
X3WYDNLYVE_chipid4024.tiff,SOUTHERN TRANSITION
OTS9B4B5IH_chipid964.tiff,EASTERN DRY
URPF5QTYOU_chipid4860.tiff,COASTAL
LR1QMGN8TY_chipid6062.tiff,HILL
ECX9Z7IVEU_chipid1016.tiff,EASTERN DRY
PQZ8PTIZCA_chipid5583.tiff,SOUTHERN TRANSITION
H9VO0GMRBS_chipid1930.tiff,EASTERN DRY
MMXF24AOJ5_chipid3958.tiff,CENTRAL DRY
BD1BLTGYVR_chipid447.tiff,SOUTHERN DRY
XIXLC9BJO5_chipid5881.tiff,NORTHERN DRY
Y5IIHIE6HJ_chipid4185.tiff,CENTRAL DRY
7NS0J6NPO2_chipid2302.tiff,CENTRAL DRY
EU3CW7GKD8_chipid3515.tiff,COASTAL
53MBG17W36_chipid2856.tiff,SOUTHERN DRY
M1IKDIZECZ_chipid2675.tiff,EASTERN DRY
U8ZDEBW8K2_chipid867.tiff,EASTERN DRY
0F8X0OMWSM_chipid7909.tiff,NORTHERN DRY
JE13AGZSE8_chipid3460.tiff,COASTAL
M1A2OW5M8M_chipid4417.tiff,NORTH EAST DRY
M4B9YLVL4M_chipid1264.tiff,CENTRAL DRY
XJJPXNNZZZ_chipid1844.tiff,CENTRAL DRY
O0I2IRB6VQ_chipid5909.tiff,NORTHERN DRY
7SEYITXK0R_chipid2103.tiff,EASTERN DRY
Y52NLHVJJS_chipid5582.tiff,SOUTHERN TRANSITION
0L3RWH0O83_chipid595.tiff,EASTERN DRY
47O8OQ5S0T_chipid2390.tiff,SOUTHERN TRANSITION
AOSUREO7JM_chipid5753.tiff,NORTHERN DRY
TRWI8HOJ0X_chipid5334.tiff,NORTH EAST DRY
MWQ2ZJIUC7_chipid2147.tiff,EASTERN DRY
9OBBDGTSEA_chipid6627.tiff,CENTRAL DRY
4V8HRXX0XI_chipid5966.tiff,NORTH EAST DRY
OHSKRT7HWP_chipid6677.tiff,CENTRAL DRY
JMDOPTWNMT_chipid3770.tiff,WESTERN TRANSITION
STX7SS7G2Z_chipid317.tiff,SOUTHERN DRY
A5K7M9CZNG_chipid7597.tiff,NORTH EAST DRY
H8DUAK4QVV_chipid1003.tiff,EASTERN DRY
2I6UTU567U_chipid4746.tiff,NORTH EAST DRY
NB9E81JI49_chipid1287.tiff,CENTRAL DRY
3J4Q6SI984_chipid6639.tiff,CENTRAL DRY
MBIJ6V4BHH_chipid4083.tiff,UNKNOWN
7THJS80JNJ_chipid4145.tiff,CENTRAL DRY
2FUSOXPMUS_chipid6528.tiff,NORTH EAST DRY
CDLWIZAF8V_chipid6852.tiff,SOUTHERN TRANSITION
HJPD4T1O7F_chipid2480.tiff,EASTERN DRY
1F8NTCJSJ8_chipid6462.tiff,SOUTHERN DRY
1X12C6ZBIR_chipid7962.tiff,UNKNOWN
T2T8MF9TN4_chipid1609.tiff,CENTRAL DRY
FY0YGVQG59_chipid691.tiff,EASTERN DRY
P2TFVGRSQS_chipid2892.tiff,CENTRAL DRY
X4M0MYZI9Y_chipid4517.tiff,NORTH EAST DRY
WH12VK0H56_chipid1825.tiff,CENTRAL DRY
SUDZY56DBV_chipid3613.tiff,WESTERN TRANSITION
CQZWW5J002_chipid7431.tiff,SOUTHERN TRANSITION
079IATOC97_chipid5563.tiff,SOUTHERN TRANSITION
9D2R6B5O0A_chipid5027.tiff,NORTH EAST DRY
23DVYUVI8G_chipid1184.tiff,CENTRAL DRY
RDAKR6VEQU_chipid4322.tiff,NORTH EAST DRY
YXRAD6RF9O_chipid7595.tiff,NORTH EAST DRY
6C4KMYSOH0_chipid4363.tiff,NORTH EAST DRY
SPUCAL1QJ1_chipid1319.tiff,CENTRAL DRY
WW2QK19MGB_chipid455.tiff,SOUTHERN DRY
8LQXG7IIEQ_chipid2259.tiff,SOUTHERN TRANSITION
PUJ79WC3WM_chipid4799.tiff,COASTAL
P8FZPQIR3M_chipid3729.tiff,WESTERN TRANSITION
OD27WVC66X_chipid791.tiff,EASTERN DRY
Y3G84SPV0Z_chipid5511.tiff,SOUTHERN TRANSITION
2BS4PKIH7X_chipid2521.tiff,UNKNOWN
EID64SMUIW_chipid182.tiff,SOUTHERN TRANSITION
WB587QPK6A_chipid7479.tiff,CENTRAL DRY
8TODXMBGNC_chipid3568.tiff,COASTAL
XBT6WSDR5U_chipid6026.tiff,UNKNOWN
9Y2SJMWBX5_chipid1455.tiff,CENTRAL DRY
ZJUGV73EV2_chipid3938.tiff,CENTRAL DRY
93C1K5XTHD_chipid2931.tiff,CENTRAL DRY
Q35MICOQZJ_chipid2678.tiff,CENTRAL DRY
7OHBVOX0T5_chipid6741.tiff,CENTRAL DRY
79PYLYDZA7_chipid2447.tiff,EASTERN DRY
GOR9JGHRHK_chipid5051.tiff,NORTH EAST DRY
MBHRH10FBS_chipid7832.tiff,COASTAL
LI5UDZH41R_chipid3019.tiff,EASTERN DRY
2SPQHCIRMN_chipid2025.tiff,EASTERN DRY
QB46MY85NJ_chipid3406.tiff,CENTRAL DRY
UTS05EV1DJ_chipid1884.tiff,CENTRAL DRY
7HO6GT0569_chipid4389.tiff,NORTH EAST DRY
Y4LCH4VQ63_chipid6266.tiff,NORTH EAST DRY
F9XZBO7MD0_chipid4457.tiff,NORTH EAST DRY
ZDHGR3IQAG_chipid1355.tiff,CENTRAL DRY
LVPJQWH475_chipid798.tiff,EASTERN DRY
DXU53E5Z3P_chipid3638.tiff,WESTERN TRANSITION
QD2DAOJVJM_chipid2106.tiff,EASTERN DRY
E235R5RPST_chipid3189.tiff,SOUTHERN DRY
2HL6FHW0KI_chipid1344.tiff,CENTRAL DRY
8KZFDIURJM_chipid4540.tiff,NORTH EAST DRY
5AOFHMUGWN_chipid560.tiff,SOUTHERN DRY
ZTJ8PU2RZ4_chipid7802.tiff,COASTAL
EM4E3EXXDZ_chipid7195.tiff,CENTRAL DRY
UPR97HJAP0_chipid457.tiff,SOUTHERN DRY
1IW22VC3E2_chipid5017.tiff,HILL
ZN4LA6BMGQ_chipid293.tiff,SOUTHERN DRY
WFAJ10DC6X_chipid1961.tiff,EASTERN DRY
WGHX618M7E_chipid646.tiff,EASTERN DRY
43DP5DIBTR_chipid1935.tiff,EASTERN DRY
X7DMQ43OMO_chipid2947.tiff,CENTRAL DRY
35SQLGK5EW_chipid3630.tiff,WESTERN TRANSITION
QNGYV4PDMR_chipid3570.tiff,COASTAL
48QX83MN9T_chipid4945.tiff,COASTAL
4G916OKZZH_chipid3185.tiff,SOUTHERN DRY
VIKG8RD026_chipid1316.tiff,CENTRAL DRY
96G8BGVPPN_chipid4390.tiff,NORTH EAST DRY
LJ45TJ4GKL_chipid7710.tiff,COASTAL
XCD1CQLHC7_chipid650.tiff,EASTERN DRY
1KBNFPQ5ER_chipid2953.tiff,CENTRAL DRY
FHIL6O73UJ_chipid6475.tiff,NORTH EAST DRY
3U4EWDHNGV_chipid7663.tiff,CENTRAL DRY
NUZD01PQAW_chipid6814.tiff,NORTHERN DRY
P3517T1GFY_chipid7885.tiff,NORTHERN DRY
XU8PZWN164_chipid5540.tiff,SOUTHERN TRANSITION
359J9TMM7Q_chipid6352.tiff,NORTH EAST DRY
L4MAO19RVD_chipid4857.tiff,COASTAL
V5RKVZQB6O_chipid6163.tiff,COASTAL
RQS7GCT7G2_chipid1097.tiff,EASTERN DRY
EYPDBA5VSK_chipid1820.tiff,CENTRAL DRY
RD3BPBVDP7_chipid6328.tiff,NORTH EAST DRY
QN20KZV16N_chipid1922.tiff,EASTERN DRY
5GRQ7KG0IH_chipid2424.tiff,EASTERN DRY
4J13VLMPAB_chipid4032.tiff,SOUTHERN DRY
3TYG1X50FG_chipid8052.tiff,NORTH EAST DRY
WTT03UUR2Q_chipid1552.tiff,CENTRAL DRY
6JW2KU1E5C_chipid4055.tiff,SOUTHERN DRY
DP6B2SK0E1_chipid113.tiff,SOUTHERN TRANSITION
22DQP846UZ_chipid1324.tiff,CENTRAL DRY
NKXPYVIFKR_chipid6488.tiff,NORTH EAST DRY
7RSOQA1STA_chipid1797.tiff,CENTRAL DRY
016XHKJWYE_chipid5187.tiff,NORTH EAST DRY
EPNDKVZN4H_chipid1454.tiff,CENTRAL DRY
0N5FVODRIK_chipid5384.tiff,SOUTHERN TRANSITION
8QQ7B7DCS6_chipid5570.tiff,SOUTHERN TRANSITION
X91I4Y9EAT_chipid3200.tiff,COASTAL
0VW203N9H7_chipid5271.tiff,NORTH EAST DRY
91UHG3UQZV_chipid1038.tiff,EASTERN DRY
1OHXWFRTLE_chipid4076.tiff,SOUTHERN DRY
PZVQZC2S1G_chipid5323.tiff,NORTH EAST DRY
KECTJUIO25_chipid4928.tiff,COASTAL
015OBF4MZN_chipid2134.tiff,EASTERN DRY
BWON1E5ULB_chipid4008.tiff,SOUTHERN TRANSITION
MTGORNN505_chipid7277.tiff,NORTHERN DRY
LDZODBKK4D_chipid4512.tiff,NORTH EAST DRY
3M01AIXB1X_chipid7954.tiff,UNKNOWN
209L81A6M9_chipid1063.tiff,EASTERN DRY
7SW7MVCKHI_chipid4537.tiff,NORTH EAST DRY
55IXLC5YQ2_chipid1676.tiff,NORTH EAST DRY
DBHD770LUW_chipid2601.tiff,SOUTHERN TRANSITION
JBNPCYX34Y_chipid2159.tiff,EASTERN DRY
IRYYH03IPG_chipid6483.tiff,NORTH EAST DRY
DOVKVHL5EO_chipid4119.tiff,CENTRAL DRY
DJXIS4I1J6_chipid697.tiff,EASTERN DRY
H8HD5F8XZP_chipid89.tiff,SOUTHERN TRANSITION
LDHWD6MBV4_chipid2611.tiff,SOUTHERN TRANSITION
744YNAX8OB_chipid7313.tiff,NORTH EAST DRY
PKF00T6U73_chipid6997.tiff,EASTERN DRY
GR5QVLHP9K_chipid852.tiff,EASTERN DRY
F1C1F2KOXQ_chipid6742.tiff,UNKNOWN
G25B1RGDUU_chipid2730.tiff,CENTRAL DRY
PGAJZY3ZGK_chipid7870.tiff,NORTHERN DRY
8CU07RGZOZ_chipid5127.tiff,NORTH EAST DRY
PA25ZV38GS_chipid3560.tiff,COASTAL
A6RQEZGRRC_chipid5946.tiff,NORTHERN DRY
HWIHZL06UW_chipid1037.tiff,EASTERN DRY
CAQ352ATQH_chipid5805.tiff,NORTHERN DRY
74LTWICLM3_chipid5118.tiff,NORTH EAST DRY
5LRUUGVZHP_chipid3775.tiff,UNKNOWN
DI4TG65PBT_chipid1921.tiff,EASTERN DRY
B9OXA1SS95_chipid7100.tiff,WESTERN TRANSITION
6O9A5S6I6D_chipid7572.tiff,NORTH EAST DRY
IJY12OH39H_chipid742.tiff,EASTERN DRY
UYMBKU3FSL_chipid2096.tiff,EASTERN DRY
QPP5YXBX8B_chipid3727.tiff,WESTERN TRANSITION
XSRTS0N8AU_chipid1198.tiff,CENTRAL DRY
J5132ZTH5Z_chipid5094.tiff,NORTH EAST DRY
MWRB7H1TUJ_chipid6562.tiff,CENTRAL DRY
42HSZNEA87_chipid4907.tiff,COASTAL
ZY4GTUM2P5_chipid7657.tiff,CENTRAL DRY
SDF8KUVMNE_chipid894.tiff,UNKNOWN
Q5I6O39Y40_chipid787.tiff,EASTERN DRY
RFC2H2ZHER_chipid4506.tiff,NORTH EAST DRY
EAJ5AT3L87_chipid2323.tiff,CENTRAL DRY
22QFXITLZF_chipid2497.tiff,CENTRAL DRY
E5L9VUT6X3_chipid2129.tiff,EASTERN DRY
9M9POPBVU0_chipid1527.tiff,CENTRAL DRY
1P890D9VOR_chipid1144.tiff,CENTRAL DRY
K049U3Q6U1_chipid4243.tiff,SOUTHERN TRANSITION
YDLUPKDKS4_chipid3740.tiff,WESTERN TRANSITION
SH24D3RC11_chipid1864.tiff,CENTRAL DRY
2EP9JFYG6Y_chipid7547.tiff,NORTHERN DRY
NOULU872VG_chipid2065.tiff,EASTERN DRY
IM13CSLVBC_chipid2826.tiff,SOUTHERN DRY
SGBP0EGA43_chipid581.tiff,EASTERN DRY
MB6Y49JZNM_chipid7009.tiff,UNKNOWN
NOBDSFRXMV_chipid5184.tiff,NORTH EAST DRY
Z932Z22HCY_chipid6211.tiff,SOUTHERN DRY
WPKN165F03_chipid1879.tiff,CENTRAL DRY
IQD1A18JTJ_chipid730.tiff,EASTERN DRY
TH8WI4TQT0_chipid5957.tiff,NORTH EAST DRY
A5RD6TUSIR_chipid7157.tiff,COASTAL
56NMBCMVAC_chipid5411.tiff,SOUTHERN TRANSITION
3V888SKIH3_chipid3750.tiff,WESTERN TRANSITION
9Y7FHKODQS_chipid1816.tiff,CENTRAL DRY
NPADIPLM03_chipid4501.tiff,NORTH EAST DRY
H32ATW2MJK_chipid7827.tiff,COASTAL
JK3Y40EAPZ_chipid1774.tiff,CENTRAL DRY
ATKQ4CE0Z9_chipid1219.tiff,CENTRAL DRY
6NTTHR3N10_chipid1998.tiff,EASTERN DRY
DHLUBSVZU8_chipid699.tiff,EASTERN DRY
PC92WSKRP8_chipid295.tiff,SOUTHERN DRY
H0PS017ZT1_chipid6206.tiff,COASTAL
QY42DUJPUB_chipid7361.tiff,SOUTHERN TRANSITION
7LBMZ60BBP_chipid2505.tiff,CENTRAL DRY
SQKDEEU4NQ_chipid1282.tiff,CENTRAL DRY
1431OOGYFS_chipid4392.tiff,NORTH EAST DRY
0PY3R6YU5I_chipid3375.tiff,COASTAL
8B2WMLVLEJ_chipid491.tiff,UNKNOWN
EMOMD42NUJ_chipid1910.tiff,EASTERN DRY
SNHH7E4IWS_chipid2751.tiff,SOUTHERN TRANSITION
4VG1EOWIOQ_chipid6326.tiff,NORTH EAST DRY
MH3GNEZOE7_chipid3757.tiff,WESTERN TRANSITION
3B9XY2S46A_chipid3605.tiff,COASTAL
EVXGS9WSOR_chipid410.tiff,SOUTHERN DRY
4FSG5YTM2N_chipid5804.tiff,NORTHERN DRY
OYHRIMPM2B_chipid6700.tiff,CENTRAL DRY
7WCJUOVBNG_chipid4534.tiff,NORTH EAST DRY
JDDQEDQDPZ_chipid6545.tiff,CENTRAL DRY
ECB1VEAPDP_chipid8050.tiff,NORTH EAST DRY
DK2B3CNR1L_chipid1077.tiff,EASTERN DRY
RLIJ1ZJSS0_chipid529.tiff,SOUTHERN DRY
D6XOAR9O41_chipid4214.tiff,SOUTHERN TRANSITION
VLHH7TH550_chipid5226.tiff,NORTH EAST DRY
JVDG59TOOW_chipid4305.tiff,NORTH EAST DRY
VZWEPGQ951_chipid3150.tiff,SOUTHERN DRY
SBR469B2FD_chipid4951.tiff,COASTAL
RCVWXTD1A3_chipid3874.tiff,UNKNOWN
BBP2L7FJH4_chipid1968.tiff,EASTERN DRY
8YG0ZGDZDC_chipid7922.tiff,NORTHERN DRY
BQ44XOIDPQ_chipid302.tiff,SOUTHERN DRY
SHX2Y3JPOH_chipid1999.tiff,EASTERN DRY
RT9IFAKMZF_chipid6020.tiff,UNKNOWN
QN59IISSMB_chipid1293.tiff,CENTRAL DRY
I2W1UW30PG_chipid1135.tiff,CENTRAL DRY
SBVPX3O45U_chipid157.tiff,SOUTHERN TRANSITION
DOY0HN3T8H_chipid1950.tiff,EASTERN DRY
B1Q1J6UTC8_chipid484.tiff,SOUTHERN DRY
K5OG36L7FU_chipid2165.tiff,EASTERN DRY
RPXDSBRZIF_chipid4396.tiff,NORTH EAST DRY
6NC46U18P3_chipid7757.tiff,NORTH EAST DRY
G6D6OAM042_chipid1459.tiff,CENTRAL DRY
XHGAU883CK_chipid6274.tiff,NORTH EAST DRY
E4JOK2LK0G_chipid6621.tiff,CENTRAL DRY
QSVPW138Y8_chipid5711.tiff,NORTHERN DRY
WHGRQLBIJJ_chipid4762.tiff,NORTH EAST DRY
3D8AR5JKNT_chipid2996.tiff,EASTERN DRY
AJ8DD06O8H_chipid4550.tiff,NORTH EAST DRY
QSE9QMCAYV_chipid33.tiff,SOUTHERN TRANSITION
6D7CMTY0IB_chipid2020.tiff,EASTERN DRY
3LORMF2C2O_chipid618.tiff,EASTERN DRY
MJH9COPBUW_chipid4638.tiff,NORTH EAST DRY
WAX9YCAGUG_chipid5135.tiff,NORTH EAST DRY
XY4HD1E46G_chipid4478.tiff,NORTH EAST DRY
HG6X2OPSJD_chipid3930.tiff,UNKNOWN
Z5CXJ8SMOU_chipid1519.tiff,CENTRAL DRY
YSE0TAXZGM_chipid4397.tiff,NORTH EAST DRY
YV0ZHZSNJG_chipid6638.tiff,CENTRAL DRY
FLZTX769V4_chipid124.tiff,SOUTHERN TRANSITION
YGQK48336O_chipid5826.tiff,NORTHERN DRY
ICHGSCAYAP_chipid7500.tiff,NORTHERN DRY
VUI6Z8KRDL_chipid666.tiff,EASTERN DRY
5ASWQBLFCC_chipid6830.tiff,SOUTHERN TRANSITION
083PKFV1LK_chipid543.tiff,SOUTHERN DRY
8534KN4Z9V_chipid4503.tiff,NORTH EAST DRY
JK8VEK1HCN_chipid7970.tiff,WESTERN TRANSITION
3SMBEOR07M_chipid7238.tiff,NORTHERN DRY
VG7F3EEN10_chipid1613.tiff,CENTRAL DRY
ATDMLIZ970_chipid5101.tiff,NORTH EAST DRY
GMILNDHA92_chipid7234.tiff,NORTHERN DRY
KYY6SNIT3A_chipid1436.tiff,CENTRAL DRY
DE4XSBNPU0_chipid6942.tiff,SOUTHERN TRANSITION
65O8YIVP07_chipid1236.tiff,CENTRAL DRY
JFZHAJWV6F_chipid5090.tiff,NORTH EAST DRY
RSM6XN6K96_chipid5362.tiff,SOUTHERN TRANSITION
OV3GGL8C2Q_chipid446.tiff,SOUTHERN DRY
QG43ZKNPU5_chipid2262.tiff,SOUTHERN TRANSITION
ACTAZC8CFJ_chipid7174.tiff,UNKNOWN
8AF0CVK92T_chipid5698.tiff,NORTHERN DRY
FS0ZYOW51P_chipid3452.tiff,COASTAL
QD51BIM844_chipid4290.tiff,SOUTHERN TRANSITION
LDRGYUBOWI_chipid2708.tiff,CENTRAL DRY
YO67GPVO9G_chipid1203.tiff,CENTRAL DRY
4GAFXM1QSN_chipid4309.tiff,NORTH EAST DRY
2O2IN2YZHP_chipid3804.tiff,WESTERN TRANSITION
5KHFXPZJI5_chipid5083.tiff,NORTH EAST DRY
HG66BVE20S_chipid4034.tiff,SOUTHERN DRY
8AOO74VUWI_chipid4427.tiff,NORTH EAST DRY
0FXY0N7LQZ_chipid4378.tiff,NORTH EAST DRY
U3R6E4LLAN_chipid3872.tiff,CENTRAL DRY
M83JR1X98T_chipid5591.tiff,SOUTHERN TRANSITION
S7F3G0B2IY_chipid7047.tiff,NORTHERN DRY
O5M3IUA5QE_chipid774.tiff,EASTERN DRY
VKCZN7T6AZ_chipid781.tiff,EASTERN DRY
9B92FHP9E3_chipid2502.tiff,CENTRAL DRY
GQPGGVA097_chipid4980.tiff,HILL
1A8SIC5MV1_chipid6632.tiff,CENTRAL DRY
OKEXBN8TQF_chipid2079.tiff,EASTERN DRY
9CO22IW3PM_chipid2692.tiff,CENTRAL DRY
H1OBPS93K8_chipid1472.tiff,CENTRAL DRY
K0X5IF23TF_chipid2494.tiff,EASTERN DRY
HYRU4CGCG7_chipid4036.tiff,SOUTHERN DRY
3KW63PS76C_chipid6652.tiff,CENTRAL DRY
U0RMUWTFBM_chipid1920.tiff,EASTERN DRY
0J0P3UW2WZ_chipid342.tiff,SOUTHERN DRY
5MD4PDLVGK_chipid2146.tiff,EASTERN DRY
RWIW6T6PNK_chipid5928.tiff,NORTHERN DRY
IK1PD643O7_chipid4617.tiff,NORTH EAST DRY
33CLDNZ9TC_chipid8097.tiff,NORTH EAST DRY
CPFUH5U768_chipid6917.tiff,SOUTHERN TRANSITION
W28HTB8WGF_chipid2143.tiff,EASTERN DRY
2Y95F853B5_chipid6247.tiff,SOUTHERN DRY
YVVMIH00K1_chipid1424.tiff,CENTRAL DRY
VIU2HVAQAL_chipid2901.tiff,CENTRAL DRY
FJTW5M7TEF_chipid5348.tiff,NORTH EAST DRY
PY43UYC052_chipid866.tiff,EASTERN DRY
WDXTNXRUSM_chipid715.tiff,EASTERN DRY
J6CZKTVB68_chipid2037.tiff,EASTERN DRY
BE8V7FJ4CD_chipid886.tiff,EASTERN DRY
WWZKJZVZE3_chipid6805.tiff,NORTHERN DRY
41O3N20OWL_chipid2170.tiff,EASTERN DRY
BAC0U4Y24U_chipid6276.tiff,NORTH EAST DRY
4NEHB4L8YF_chipid7659.tiff,CENTRAL DRY
4D8UQFOBUD_chipid1818.tiff,CENTRAL DRY
JY0IYPHU76_chipid1181.tiff,CENTRAL DRY
CAQKS30W50_chipid5781.tiff,NORTHERN DRY
F9CFRN5MG9_chipid5213.tiff,NORTH EAST DRY
OBATMRR70X_chipid6311.tiff,NORTH EAST DRY
BI00BLKV5I_chipid496.tiff,UNKNOWN
A8TUIO1GVY_chipid5123.tiff,NORTH EAST DRY
56KBKG68MY_chipid5586.tiff,SOUTHERN TRANSITION
XK78CASG6L_chipid3582.tiff,COASTAL
31EYG1HEVX_chipid3377.tiff,COASTAL
3NPZMJECO5_chipid4881.tiff,COASTAL
0YD798H42W_chipid4099.tiff,UNKNOWN
3IFPZVM8PN_chipid136.tiff,SOUTHERN TRANSITION
SMU59DPWDP_chipid6409.tiff,COASTAL
FMQNE95HBY_chipid7558.tiff,HILL
MAYFIJWQWV_chipid7027.tiff,UNKNOWN
5ZYHK0AWRA_chipid4059.tiff,SOUTHERN DRY
OARAHNIA8X_chipid5367.tiff,SOUTHERN TRANSITION
07LFKRQCC6_chipid2310.tiff,CENTRAL DRY
9RE6DQJCME_chipid1052.tiff,EASTERN DRY
RVWOPIU7YU_chipid6201.tiff,COASTAL
F1D91OUDTL_chipid6105.tiff,HILL
TLO1MWJRIT_chipid2547.tiff,WESTERN TRANSITION
Q8QRJNXK1Y_chipid5689.tiff,NORTHERN DRY
Y3LDBO3EJR_chipid621.tiff,EASTERN DRY
081ARZOWI5_chipid330.tiff,SOUTHERN DRY
H8JQMO5YSY_chipid6959.tiff,EASTERN DRY
8CRYYF3AXG_chipid6417.tiff,COASTAL
J3DTAKLFJT_chipid2749.tiff,SOUTHERN TRANSITION
0NO0M8TUY4_chipid4129.tiff,CENTRAL DRY
CIJB7HAK3G_chipid6771.tiff,UNKNOWN
NMBMNS9I0J_chipid2593.tiff,SOUTHERN TRANSITION
AWV8KOI209_chipid431.tiff,SOUTHERN DRY
JHTKUQSFUZ_chipid7895.tiff,NORTHERN DRY
5UXBEQB19T_chipid5823.tiff,NORTHERN DRY
9927683T0P_chipid344.tiff,SOUTHERN DRY
5QQN0KWN6Y_chipid1758.tiff,CENTRAL DRY
IOFSPUONLY_chipid6732.tiff,UNKNOWN
E8E2ZPMYDV_chipid6729.tiff,CENTRAL DRY
JY18Y0VROH_chipid6779.tiff,CENTRAL DRY
4FHFP3K2A6_chipid2803.tiff,SOUTHERN DRY
0BOWJ5K5AJ_chipid1989.tiff,EASTERN DRY
WYP3PSMRBQ_chipid5425.tiff,SOUTHERN TRANSITION
VDB7IA3PSW_chipid3273.tiff,CENTRAL DRY
WASL8NPEDC_chipid3263.tiff,CENTRAL DRY
VD01DG7ZDK_chipid6077.tiff,HILL
90FSY2PKAZ_chipid2496.tiff,EASTERN DRY
TKKC57L8Q1_chipid361.tiff,SOUTHERN TRANSITION
1Q9WIM7ZML_chipid6393.tiff,COASTAL
KCJF1CGR3P_chipid6651.tiff,CENTRAL DRY
K1SC4D8DOT_chipid8001.tiff,COASTAL
17YCEWLJKR_chipid3848.tiff,CENTRAL DRY
620MSBTISL_chipid1764.tiff,CENTRAL DRY
ESLRW1X5M4_chipid4557.tiff,NORTH EAST DRY
E07TK3VK36_chipid7730.tiff,COASTAL
MP02I6WDV1_chipid2511.tiff,CENTRAL DRY
18CUII9XZA_chipid1155.tiff,CENTRAL DRY
LFLH0MU9Y4_chipid3368.tiff,COASTAL
IL9QZAISF6_chipid3140.tiff,CENTRAL DRY
X8ETB6JD2W_chipid5151.tiff,NORTH EAST DRY
SOB5MBLYUG_chipid6177.tiff,COASTAL
MMFIIW812T_chipid5025.tiff,NORTH EAST DRY
C6FNN04OVD_chipid27.tiff,SOUTHERN TRANSITION
FUY21NSQGU_chipid7587.tiff,NORTH EAST DRY
Z0YBG8GR45_chipid7720.tiff,COASTAL
U9THI3JQFS_chipid1060.tiff,UNKNOWN
GOH5PHV15B_chipid2332.tiff,CENTRAL DRY
68BNEW9ITD_chipid1851.tiff,CENTRAL DRY
SM22CJJBQQ_chipid4990.tiff,HILL
RQWYZOOTTM_chipid738.tiff,EASTERN DRY
5NKLY6SUT8_chipid1691.tiff,NORTH EAST DRY
VQNH1PUQYZ_chipid3550.tiff,COASTAL
MKCQ5L8PTC_chipid1837.tiff,CENTRAL DRY
XFL00G6K0I_chipid7557.tiff,HILL
MDRURJAIXC_chipid1161.tiff,CENTRAL DRY
METCGBZZTH_chipid542.tiff,SOUTHERN DRY
96SZPKGOFI_chipid7016.tiff,UNKNOWN
CBKSQM52FN_chipid5183.tiff,NORTH EAST DRY
2B9LY8R9KN_chipid672.tiff,EASTERN DRY
VBMV8PKP3N_chipid6064.tiff,HILL
OLBKNDGXVY_chipid6970.tiff,EASTERN DRY
MSZNVST6KU_chipid6143.tiff,HILL
RKCK8Z7GSS_chipid7660.tiff,CENTRAL DRY
P4VOBUS04Z_chipid2673.tiff,EASTERN DRY
W9DMCZJJ34_chipid2072.tiff,EASTERN DRY
72L3O0QTWN_chipid5873.tiff,NORTHERN DRY
4X6ZZNSB76_chipid6883.tiff,SOUTHERN TRANSITION
QIUJTBZVWI_chipid3080.tiff,CENTRAL DRY
2N148ZJW01_chipid3479.tiff,COASTAL
URLC470PL3_chipid1964.tiff,EASTERN DRY
JJJTU0JAPL_chipid2994.tiff,EASTERN DRY
IUWKZNDTEI_chipid4426.tiff,NORTH EAST DRY
CB0D7GRA29_chipid911.tiff,EASTERN DRY
6H1TD6JRDU_chipid2420.tiff,EASTERN DRY
6GQ1GJ20PV_chipid4988.tiff,HILL
UBY01G1VI6_chipid7539.tiff,NORTHERN DRY
13SJN3UQZN_chipid8049.tiff,NORTH EAST DRY
CHH4USFQJF_chipid1191.tiff,CENTRAL DRY
YQ5CCOBZKJ_chipid4133.tiff,CENTRAL DRY
QX06YYTY3T_chipid2806.tiff,SOUTHERN DRY
OFHME8SXPB_chipid3361.tiff,COASTAL
J951TOE5KH_chipid3325.tiff,COASTAL
YR69ZGXXRA_chipid1214.tiff,CENTRAL DRY
DWGXB9SP0X_chipid4416.tiff,NORTH EAST DRY
3KFF2K3SIT_chipid3514.tiff,COASTAL
XKUHD9K9LW_chipid3988.tiff,SOUTHERN TRANSITION
3WZZMY4DO0_chipid1242.tiff,CENTRAL DRY
UIGEV8U4KB_chipid2590.tiff,SOUTHERN TRANSITION
P6UBU86DVG_chipid4049.tiff,SOUTHERN DRY
OAQH7GFM55_chipid5354.tiff,SOUTHERN TRANSITION
40NSL7VRH1_chipid7348.tiff,SOUTHERN TRANSITION
V79ISAI8R4_chipid7424.tiff,SOUTHERN TRANSITION
OSKRIKTOI7_chipid982.tiff,EASTERN DRY
HDXESRTFIR_chipid4714.tiff,NORTH EAST DRY
IA099DPIHW_chipid1783.tiff,CENTRAL DRY
ON1K6ITGU7_chipid18.tiff,SOUTHERN TRANSITION
2BCLJH4V2J_chipid4010.tiff,SOUTHERN TRANSITION
WFUABKWE8K_chipid1819.tiff,CENTRAL DRY
